weight,height ,class,class name
78.932,171.12,2,medium
71.923,169.91,2,medium
78.298,170.32,2,medium
82.757,170.68,2,medium
83.976,168.35,2,medium
84.977,171.23,2,medium
83.876,167.62,2,medium
84.157,165.74,2,medium
87.336,170.37,2,medium
85.943,170.44,2,medium
80.68,170.49,2,medium
78.156,173.96,2,medium
78.917,172.76,2,medium
82.721,174.17,2,medium
84.679,170.49,2,medium
79.041,172.03,2,medium
85.859,168.68,2,medium
77.192,169.48,2,medium
78.198,166.09,2,medium
78.501,170.16,2,medium
77.436,172.07,2,medium
83.369,167.63,2,medium
79.275,169.5,2,medium
87.171,168.38,2,medium
79.976,168.19,2,medium
87.228,172.02,2,medium
70.589,170.15,2,medium
81.401,171.65,2,medium
81.098,170.89,2,medium
87.495,172.09,2,medium
81.014,164.95,2,medium
86.891,167.71,2,medium
87.331,169.62,2,medium
77.598,170.78,2,medium
75.389,172.57,2,medium
83.324,168.57,2,medium
76.843,168.65,2,medium
79.391,169.36,2,medium
77.788,171.55,2,medium
80.39,170.24,2,medium
82.31,172.52,2,medium
82.758,168.27,2,medium
80.525,170.92,2,medium
76.333,170.87,2,medium
76.72,166.32,2,medium
81.132,170.66,2,medium
71.54,173.89,2,medium
75.451,167.32,2,medium
73.936,168.58,2,medium
78.73,167.73,2,medium
81.879,172.52,2,medium
89.159,168.76,2,medium
79.984,171.68,2,medium
75.865,166.32,2,medium
78.243,165.92,2,medium
81.775,172.23,2,medium
83.958,171.33,2,medium
78.222,170.63,2,medium
79.982,172.16,2,medium
84.593,170.15,2,medium
80.867,170.31,2,medium
80.311,168.04,2,medium
78.718,170.02,2,medium
78.51,167.54,2,medium
84.098,168.01,2,medium
77.941,168.93,2,medium
79.817,170.31,2,medium
75.996,173.58,2,medium
82.338,170.84,2,medium
80.965,170.91,2,medium
81.71,171.21,2,medium
79.896,172.69,2,medium
77.126,171.3,2,medium
79.67,170.14,2,medium
75.027,169.03,2,medium
78.689,171.34,2,medium
88.936,166.24,2,medium
86.477,170.09,2,medium
83.361,172.11,2,medium
81.697,169.49,2,medium
83.201,171.29,2,medium
81.509,170.39,2,medium
83.609,171.31,2,medium
84.67,168.9,2,medium
76.045,173.74,2,medium
79.26,170.89,2,medium
79.895,170.32,2,medium
77.85,167.34,2,medium
76.15,169.57,2,medium
84.927,166.77,2,medium
82.586,169.35,2,medium
76.473,167.25,2,medium
75.923,169.86,2,medium
81.655,170.34,2,medium
77.332,168.92,2,medium
75.359,173.65,2,medium
79.042,173.06,2,medium
76.728,173.16,2,medium
83.291,171.32,2,medium
88.933,171.74,2,medium
73.412,168.53,2,medium
83.244,170.29,2,medium
81.636,167.49,2,medium
76.737,170.54,2,medium
83.724,172.55,2,medium
76.559,167.54,2,medium
72.71,169.53,2,medium
75.649,166.72,2,medium
82.239,171.36,2,medium
81.589,172.75,2,medium
83.883,172.56,2,medium
81.901,167.71,2,medium
84.881,168.41,2,medium
72.235,169.77,2,medium
78.821,169.12,2,medium
78.593,168.82,2,medium
79.776,164.35,2,medium
84.133,171.42,2,medium
77.38,169.48,2,medium
80.978,171.55,2,medium
72.6,170.59,2,medium
76.455,163.34,2,medium
83.641,169.33,2,medium
73.248,171.76,2,medium
85.48,172.34,2,medium
78.125,169.29,2,medium
82.044,171.16,2,medium
75.444,170.53,2,medium
82.923,172.06,2,medium
79.995,174.39,2,medium
84.857,167.96,2,medium
77.882,174.7,2,medium
77.152,170.48,2,medium
77.072,168.21,2,medium
87.648,168.19,2,medium
78.723,170.26,2,medium
73.768,170.31,2,medium
83.674,170.92,2,medium
80.097,171.85,2,medium
78.622,170.81,2,medium
82.002,167.71,2,medium
83.437,168.46,2,medium
77.532,168.3,2,medium
80.43,168.68,2,medium
78.797,170.79,2,medium
77.761,170.76,2,medium
81.842,169.49,2,medium
82.794,167.77,2,medium
74.693,169.27,2,medium
84.3,171.34,2,medium
80.576,169.71,2,medium
79.086,173.22,2,medium
73.848,168.17,2,medium
79.004,170.66,2,medium
79.731,172.57,2,medium
80.402,168.08,2,medium
78.309,169.87,2,medium
83.587,167.28,2,medium
86.073,167.92,2,medium
84.817,166.76,2,medium
79.107,167.91,2,medium
81.3,170.82,2,medium
81.575,169.46,2,medium
77.592,171.3,2,medium
79.956,172.3,2,medium
77.716,170.81,2,medium
80.266,171.73,2,medium
86.236,171.69,2,medium
79.276,175.27,2,medium
77.17,171.69,2,medium
85.335,166.66,2,medium
83.381,170.66,2,medium
77.965,171.49,2,medium
77.146,172.11,2,medium
85.464,171.83,2,medium
80.121,168.9,2,medium
80.717,170.06,2,medium
81.353,170.77,2,medium
77.564,170.48,2,medium
84.217,174.54,2,medium
89.114,166.41,2,medium
70.365,171.91,2,medium
80.767,172.65,2,medium
83.661,168.68,2,medium
76.918,171.11,2,medium
80.348,169.8,2,medium
80.661,167.69,2,medium
77.677,170.23,2,medium
82.737,173.73,2,medium
84.705,169.11,2,medium
80.865,171.4,2,medium
81.432,167.49,2,medium
77.883,167.94,2,medium
84.332,167.23,2,medium
79.65,166.79,2,medium
81.707,167.89,2,medium
84.55,167.99,2,medium
78.849,169.01,2,medium
79.248,166.32,2,medium
80.351,168.87,2,medium
79.135,168.27,2,medium
75.085,168.23,2,medium
81.868,169.29,2,medium
74.417,172.62,2,medium
78.821,169.99,2,medium
74.545,170.94,2,medium
85.04,173.55,2,medium
80.331,171.53,2,medium
81.855,170.29,2,medium
78.982,172.43,2,medium
86.146,174.99,2,medium
78.435,168.84,2,medium
84.461,171.9,2,medium
84.466,168.18,2,medium
77.964,167.21,2,medium
81.663,168.49,2,medium
80.49,169.84,2,medium
88.191,165.61,2,medium
76.149,166.43,2,medium
73.863,169.87,2,medium
81.204,171.34,2,medium
76.245,171.76,2,medium
77.718,170.98,2,medium
81.284,169.6,2,medium
74.973,171.19,2,medium
84.151,175.57,2,medium
81.632,174.42,2,medium
85.509,169.87,2,medium
78.792,173.16,2,medium
83.536,168.61,2,medium
75.666,170.78,2,medium
80.933,170.32,2,medium
84.351,171.71,2,medium
77.489,167.28,2,medium
80.338,171.4,2,medium
86.331,170.38,2,medium
76.962,170.74,2,medium
75.699,167.7,2,medium
83.616,169.12,2,medium
79.909,166.55,2,medium
75.737,168.36,2,medium
76.539,167.83,2,medium
81.341,169.22,2,medium
80.948,170.38,2,medium
78.638,171.9,2,medium
80.887,167.61,2,medium
82.186,170.66,2,medium
77.169,172.43,2,medium
78.762,172.15,2,medium
77.19,166.43,2,medium
85.189,171.64,2,medium
75.048,169.62,2,medium
86.251,173.09,2,medium
77.793,172.08,2,medium
79.992,169.22,2,medium
83.709,170.6,2,medium
82.857,171.14,2,medium
78.678,164.5,2,medium
83.441,168.63,2,medium
75.431,169.12,2,medium
85.35,167.44,2,medium
84.494,165.01,2,medium
80.072,171.88,2,medium
81.564,168.63,2,medium
83.794,172.62,2,medium
78.731,167.86,2,medium
82.112,172.13,2,medium
82.662,171.57,2,medium
81.441,171.25,2,medium
74.498,167.68,2,medium
78.7,169.6,2,medium
72.346,168.95,2,medium
78.517,167.85,2,medium
76.941,169,2,medium
79.628,166.37,2,medium
81.462,169.65,2,medium
83.215,169.56,2,medium
79.446,168.14,2,medium
80.155,171.43,2,medium
83.924,167.66,2,medium
85.022,169.45,2,medium
80.843,171.17,2,medium
83.336,170.48,2,medium
77.173,164.64,2,medium
86.141,168.27,2,medium
77.433,169.09,2,medium
77.027,168.76,2,medium
82.084,166.97,2,medium
79.747,169.9,2,medium
73.856,169.63,2,medium
84.173,172.86,2,medium
82.693,170.25,2,medium
86.381,171.58,2,medium
81.142,169.71,2,medium
82.73,165.92,2,medium
75.54,166.71,2,medium
87.202,168.32,2,medium
89.185,169.03,2,medium
78.523,171.29,2,medium
77.309,168.13,2,medium
83.873,168.59,2,medium
75.603,170.57,2,medium
80.595,168.74,2,medium
79.478,167.25,2,medium
83.202,168.76,2,medium
72.375,168.48,2,medium
80.478,171.55,2,medium
81.014,170.5,2,medium
73.141,171.22,2,medium
79.385,168.97,2,medium
82.437,174.73,2,medium
75.059,170.24,2,medium
78.838,167.94,2,medium
80.762,167.04,2,medium
77.976,170.22,2,medium
86.093,169.09,2,medium
82.98,166.98,2,medium
77.758,168.95,2,medium
81.284,166.36,2,medium
84.372,171.53,2,medium
80.961,174.35,2,medium
82.157,171.66,2,medium
82.491,169.28,2,medium
82.863,173.04,2,medium
74.877,170.65,2,medium
77.379,165.04,2,medium
78.633,169.68,2,medium
73.813,170.18,2,medium
74.571,171.26,2,medium
81.385,169.63,2,medium
81.39,172.62,2,medium
83.581,167.03,2,medium
81.416,175.5,2,medium
77.03,173.02,2,medium
79.939,169.45,2,medium
77.225,170.64,2,medium
83.358,168.05,2,medium
74.148,167.92,2,medium
83.329,170.17,2,medium
81.929,172.2,2,medium
82.994,172.07,2,medium
77.759,174.77,2,medium
80.763,169.27,2,medium
79.841,169.5,2,medium
74.149,163.89,2,medium
81.878,169.31,2,medium
81.714,170.33,2,medium
77.122,170.08,2,medium
84.803,168.55,2,medium
73.164,167.12,2,medium
78.408,169.08,2,medium
78.486,174.92,2,medium
77.236,167.92,2,medium
77.429,170.01,2,medium
81.871,167.41,2,medium
76.616,172.6,2,medium
80.267,171.76,2,medium
78.354,170.36,2,medium
79.503,169.89,2,medium
87.484,173.31,2,medium
77.901,171.29,2,medium
83.43,169.99,2,medium
80.147,170.31,2,medium
80.122,173.44,2,medium
72.631,171.11,2,medium
83.953,170.6,2,medium
80.598,171.27,2,medium
78.319,169.78,2,medium
80.145,167.79,2,medium
79.578,170.82,2,medium
87.095,166.37,2,medium
75.713,168.45,2,medium
77.825,172.37,2,medium
81.018,168.45,2,medium
87.181,170.6,2,medium
80.997,169.52,2,medium
84.303,170.62,2,medium
82.915,170.95,2,medium
82.784,168.88,2,medium
84.987,165.25,2,medium
88.874,172.28,2,medium
80.572,168.75,2,medium
78.877,170.64,2,medium
80.725,172.17,2,medium
78.826,167.58,2,medium
71.048,172.81,2,medium
79.551,171.66,2,medium
80.65,170.27,2,medium
78.581,169.2,2,medium
79.16,172.69,2,medium
84.788,171,2,medium
80.32,171.19,2,medium
79.884,176.02,2,medium
77.439,171.24,2,medium
77.842,172.63,2,medium
79.609,169.89,2,medium
80.495,174.03,2,medium
81.505,169.79,2,medium
86.333,167.78,2,medium
85.254,169.96,2,medium
75.363,166.16,2,medium
86.803,172.81,2,medium
76.183,167.35,2,medium
89.958,170.63,2,medium
80.772,172.04,2,medium
78.301,171.08,2,medium
72.172,170.84,2,medium
78.459,168.07,2,medium
85.973,169.88,2,medium
78.402,172.08,2,medium
78.254,168.29,2,medium
74.915,167.24,2,medium
75.453,168.44,2,medium
77.759,171.91,2,medium
81.394,169.39,2,medium
72.013,170.5,2,medium
82.585,166.1,2,medium
78.137,168.27,2,medium
83.115,168.44,2,medium
79.983,167.17,2,medium
78.285,172.63,2,medium
81.947,172.33,2,medium
81.956,166.5,2,medium
87.843,170.56,2,medium
74.96,167.84,2,medium
77.281,169.63,2,medium
75.262,170.1,2,medium
77.792,173.82,2,medium
78.043,170.83,2,medium
78.29,168.53,2,medium
78.184,171.86,2,medium
78.023,171.96,2,medium
79.082,170.31,2,medium
81.659,175.01,2,medium
84.313,169.63,2,medium
78.587,168.97,2,medium
87.078,171.22,2,medium
83.38,167.09,2,medium
84.724,169.08,2,medium
76.204,168.79,2,medium
72.919,173.06,2,medium
81.266,171.58,2,medium
81.334,171.36,2,medium
73.415,172.06,2,medium
74.245,172.01,2,medium
81.364,170.07,2,medium
84.014,166.83,2,medium
85.253,166.24,2,medium
76.444,170.08,2,medium
82.342,173.72,2,medium
82.379,171.86,2,medium
79.876,172.34,2,medium
75.926,174.01,2,medium
75.722,168.92,2,medium
82.868,168.58,2,medium
73.485,172.46,2,medium
78.858,168.4,2,medium
80.544,174.92,2,medium
84.233,171.99,2,medium
78.609,168.58,2,medium
74.607,169.16,2,medium
81.348,171.17,2,medium
77.213,171.59,2,medium
86.884,172.61,2,medium
76.638,170.76,2,medium
80.662,167.73,2,medium
87.91,170.21,2,medium
84.083,166.56,2,medium
79.934,171.29,2,medium
81.856,171.28,2,medium
89.306,170.33,2,medium
85.425,167.93,2,medium
74.855,172.85,2,medium
80.715,172.21,2,medium
84.124,168.41,2,medium
74.056,167.02,2,medium
81.118,172.25,2,medium
79.736,171.36,2,medium
81.117,170.08,2,medium
76.882,170.57,2,medium
72.924,171.56,2,medium
75.846,169.04,2,medium
87.261,173.47,2,medium
79.498,170.78,2,medium
76.315,168.29,2,medium
85.685,168.9,2,medium
83.559,173.36,2,medium
76.659,168.55,2,medium
84.163,167.63,2,medium
84.301,172.58,2,medium
77.003,170.71,2,medium
82.091,174.93,2,medium
78.564,169.4,2,medium
84.844,171.43,2,medium
75.112,169.96,2,medium
78.418,170.97,2,medium
83.179,166.45,2,medium
79.692,170.56,2,medium
82.232,171.71,2,medium
86.729,169.99,2,medium
78.349,169.2,2,medium
75.756,170.06,2,medium
86.051,165.33,2,medium
78.306,172.78,2,medium
81.233,170.77,2,medium
77.746,171.23,2,medium
73.924,171.46,2,medium
76.331,170.64,2,medium
85.082,173.17,2,medium
78.392,167.5,2,medium
79.418,169.83,2,medium
81.162,172.42,2,medium
84.558,169.97,2,medium
80.59,171.44,2,medium
78.999,166.38,2,medium
76.698,170.78,2,medium
82.257,172.42,2,medium
71.912,164.99,2,medium
75.449,169.47,2,medium
82.852,167.2,2,medium
81.731,167.7,2,medium
75.055,171.33,2,medium
82.08,172.44,2,medium
81.818,169.53,2,medium
75.413,168.84,2,medium
79.722,174.03,2,medium
86.205,169.81,2,medium
78.089,170.85,2,medium
74.781,169.22,2,medium
80.615,171.13,2,medium
77.831,167.27,2,medium
78.611,170.05,2,medium
81.589,168.02,2,medium
79.788,169.57,2,medium
78.523,171.54,2,medium
76.004,174.38,2,medium
76.823,168.99,2,medium
76.036,171.19,2,medium
77.656,168.98,2,medium
86.818,170.2,2,medium
80.572,176.22,2,medium
77.872,170.41,2,medium
79.505,168.67,2,medium
80.95,172.24,2,medium
81.069,172.07,2,medium
81.234,166.6,2,medium
84.224,168.57,2,medium
78.668,169,2,medium
81.375,169.43,2,medium
77.604,170.23,2,medium
72.8,168.75,2,medium
77.785,170.97,2,medium
85.492,171.05,2,medium
78.627,168.12,2,medium
83.958,170.84,2,medium
82.331,167.49,2,medium
77.687,171.84,2,medium
87.41,169.52,2,medium
83.383,171.61,2,medium
83.496,167.78,2,medium
76.477,171.75,2,medium
77.494,169.38,2,medium
82.504,169.84,2,medium
84.647,169.39,2,medium
79.898,171.5,2,medium
86.63,174.03,2,medium
79.505,172,2,medium
82.781,170.07,2,medium
80.013,168.33,2,medium
84.237,170.19,2,medium
78.733,167.77,2,medium
79.878,169.8,2,medium
74.158,172.11,2,medium
81.171,169.8,2,medium
80.348,172.67,2,medium
82.045,168.89,2,medium
81.31,170.98,2,medium
77.408,170.74,2,medium
82.572,166.87,2,medium
90.109,168.83,2,medium
77.516,172.25,2,medium
83.611,167.46,2,medium
77.762,169.66,2,medium
76.482,167.82,2,medium
75.651,167.81,2,medium
82.228,167.94,2,medium
80.129,171.84,2,medium
83.384,170.01,2,medium
79.264,170.84,2,medium
75.448,168.76,2,medium
79.232,169.72,2,medium
79.714,171.87,2,medium
82.372,167.12,2,medium
75.312,168.3,2,medium
72.862,172.28,2,medium
81.777,173.79,2,medium
76.992,168.07,2,medium
78.099,170.98,2,medium
82.132,167.21,2,medium
80.071,171.47,2,medium
80.639,170.3,2,medium
84.587,167.73,2,medium
84.128,171.14,2,medium
80.014,172.83,2,medium
77.941,169.65,2,medium
75.376,167.99,2,medium
81.223,167.5,2,medium
88.959,167.22,2,medium
84.055,170.89,2,medium
80.871,170.76,2,medium
75.748,168.25,2,medium
75.252,171.69,2,medium
77.947,167.62,2,medium
65.507,173.33,2,medium
81.617,165.24,2,medium
84.816,169.39,2,medium
80.428,171.68,2,medium
110.05,169.97,3,large
110.19,169.43,3,large
108.03,170.19,3,large
117.61,170.49,3,large
108.22,171.22,3,large
112.7,175.87,3,large
114.69,165.66,3,large
108.68,167.74,3,large
115.61,168.47,3,large
111.72,170.69,3,large
104.24,169.16,3,large
108.17,171.26,3,large
109.44,166.89,3,large
112.47,172.58,3,large
112.76,170.59,3,large
112.7,170.74,3,large
104.4,167.25,3,large
104.09,168.67,3,large
115.21,170.37,3,large
113.19,168.29,3,large
111.6,171.82,3,large
115.99,168.58,3,large
117.15,168.24,3,large
107.01,171.04,3,large
110.16,168,3,large
111.67,172.17,3,large
110.47,166.61,3,large
110.79,168.36,3,large
110.75,174.55,3,large
114.21,168.1,3,large
99.354,168.96,3,large
109.98,170.62,3,large
109.03,170.8,3,large
108.18,176.55,3,large
110.56,173.13,3,large
112.07,168.87,3,large
108.9,171.49,3,large
110.07,173.18,3,large
103.61,169.89,3,large
105.68,164.57,3,large
108.55,169.31,3,large
109.34,167.1,3,large
105.87,171.31,3,large
105.43,169.76,3,large
112.37,172.35,3,large
110.52,167.73,3,large
115.33,172.58,3,large
112.11,167.4,3,large
105.49,173.38,3,large
101.41,170.4,3,large
110.54,172.67,3,large
109.12,166.81,3,large
112.15,171.93,3,large
113.54,168.67,3,large
109.22,166.56,3,large
110.58,172.82,3,large
107.21,170.92,3,large
114.65,169.65,3,large
110.2,170.51,3,large
107.94,168.92,3,large
108.23,166.96,3,large
117.04,165.28,3,large
111.97,166.16,3,large
111.63,168.95,3,large
111.3,171.5,3,large
111.76,169.77,3,large
111.83,170.3,3,large
110.02,168.98,3,large
116.63,170.7,3,large
109.07,171.82,3,large
106.73,168.33,3,large
108.4,167.17,3,large
114.58,171.22,3,large
113.03,168.56,3,large
114.54,165.05,3,large
109.17,170.55,3,large
110.58,171.34,3,large
102.97,171.57,3,large
113.66,170.83,3,large
109.58,169.82,3,large
110.22,170.28,3,large
113.93,174.33,3,large
108.94,170.1,3,large
111.67,169.21,3,large
107.22,173.11,3,large
107.94,172.59,3,large
112.1,173.82,3,large
109.18,172.16,3,large
103.94,171.25,3,large
107.92,173.11,3,large
121.27,169.63,3,large
111.91,169.35,3,large
110.83,168.2,3,large
108.42,173.88,3,large
102.95,175.25,3,large
110.53,172.27,3,large
98.075,168.68,3,large
106.42,167.31,3,large
104.36,167.98,3,large
109.17,170.13,3,large
114.16,167.12,3,large
112,166.53,3,large
108.28,166.63,3,large
103.7,171.01,3,large
107.94,165.44,3,large
105.41,171.1,3,large
111.66,170.95,3,large
107.73,167.64,3,large
115.49,167.88,3,large
109.55,168.71,3,large
104.12,168.57,3,large
110.31,171.89,3,large
112.78,169.68,3,large
108.08,168.1,3,large
112.39,171.13,3,large
111.31,172.19,3,large
111.49,166.14,3,large
108.74,172.69,3,large
109.51,167.7,3,large
109.48,165.65,3,large
109.5,170.17,3,large
104.36,172.53,3,large
109.93,172.74,3,large
105.39,169.12,3,large
110.5,171.54,3,large
105.48,169.72,3,large
115.28,169.57,3,large
113.18,172.57,3,large
107.91,170.53,3,large
118,172.15,3,large
114.41,171.1,3,large
113.31,168.56,3,large
101.97,171.23,3,large
105.1,169.65,3,large
107.28,167.26,3,large
108.73,170.46,3,large
104.92,169.98,3,large
112.54,168.83,3,large
107.98,170.26,3,large
109.36,168.1,3,large
107.88,174.25,3,large
109.66,166.43,3,large
115.31,166.56,3,large
102.91,172.35,3,large
106.28,168.28,3,large
108.18,168.57,3,large
112.15,168.57,3,large
106.04,172.01,3,large
107.97,170.27,3,large
112.72,171.11,3,large
105.24,165.84,3,large
114.06,166.02,3,large
111.33,170.49,3,large
112.21,165.8,3,large
109.94,174.25,3,large
106.14,170.72,3,large
103.81,172.92,3,large
110.59,166.04,3,large
112.77,171.19,3,large
112.8,171.1,3,large
109.67,172.56,3,large
116.38,169.22,3,large
110.72,166.94,3,large
108.44,168.39,3,large
110.41,168.82,3,large
107.61,169.28,3,large
112.66,169.52,3,large
116.03,170.57,3,large
114.03,174.7,3,large
110.96,168.13,3,large
104.73,168.51,3,large
107.53,173.92,3,large
111.56,175.52,3,large
109.7,168.36,3,large
115.35,165.72,3,large
112.56,171.11,3,large
104.45,168.43,3,large
112.45,169.83,3,large
112.59,169.78,3,large
116.78,170.72,3,large
110.33,167.07,3,large
111.02,170.53,3,large
103.9,169.07,3,large
108.22,166.67,3,large
104.22,169.68,3,large
109.43,167.66,3,large
106.98,176.4,3,large
105.01,170.11,3,large
109.98,169.78,3,large
106.74,169.49,3,large
114.91,169.74,3,large
118.63,172.72,3,large
110.59,166.9,3,large
111.09,168.28,3,large
102.42,172.27,3,large
115.8,171.05,3,large
107.58,169.57,3,large
111.51,173.03,3,large
109.22,169.78,3,large
111.33,172.12,3,large
109.67,169.99,3,large
110.51,174,3,large
105.88,171.85,3,large
110.51,171.46,3,large
104.24,168.09,3,large
109.58,169.02,3,large
110.71,170.86,3,large
108.92,170.65,3,large
111.26,166.81,3,large
113.43,170.62,3,large
103.83,170.79,3,large
104.36,166.05,3,large
107.6,167.43,3,large
111.66,173.27,3,large
111.34,168.78,3,large
108.62,167.47,3,large
112.25,169.19,3,large
118.05,172.79,3,large
105.82,170.96,3,large
106.72,164.97,3,large
102.91,168.77,3,large
110.52,166.44,3,large
113.08,168.63,3,large
108.56,165.75,3,large
114.22,171.5,3,large
109.1,172.3,3,large
110.94,171.89,3,large
113.93,172.24,3,large
112.28,172.78,3,large
111.22,168.18,3,large
115.52,168.86,3,large
106.46,166.9,3,large
108.2,165.6,3,large
111.15,167.91,3,large
108.62,167.06,3,large
107.82,170.12,3,large
112.79,169.16,3,large
108.03,170.98,3,large
111.53,167.91,3,large
109.29,170.76,3,large
108.31,170.44,3,large
111.77,166.33,3,large
111.13,165.62,3,large
102.36,164.78,3,large
108.69,168.54,3,large
105.82,170.19,3,large
110.43,171.14,3,large
107.22,167.78,3,large
109.95,169.05,3,large
114.86,164.92,3,large
116.59,173.99,3,large
113.09,168.24,3,large
103.81,170.84,3,large
115.68,166.42,3,large
114.16,168.9,3,large
110.98,172.15,3,large
119.41,167.29,3,large
108.21,171.12,3,large
116.95,167.36,3,large
105.71,171.45,3,large
108.46,171.1,3,large
105.46,169.72,3,large
112.18,174.01,3,large
111.41,166.41,3,large
107.48,171.2,3,large
104.55,173.98,3,large
99.552,170.69,3,large
106.31,171.58,3,large
104.44,169.58,3,large
112.56,171.97,3,large
114.17,165.98,3,large
102.25,167.47,3,large
103.23,167.56,3,large
108.15,167.44,3,large
113.67,175.35,3,large
114.85,173.87,3,large
115.7,168.61,3,large
108.46,170.99,3,large
107.45,166.3,3,large
106,168.42,3,large
112.13,169.35,3,large
112.96,170.68,3,large
104.07,172.69,3,large
109.46,171.38,3,large
107.94,169.96,3,large
112.33,172.78,3,large
114.43,169.59,3,large
114.65,171.46,3,large
111.89,174.55,3,large
108.38,167.38,3,large
108.15,169.37,3,large
105.45,167.81,3,large
114.51,166.49,3,large
106.52,172.21,3,large
102.46,168.97,3,large
106.8,166.19,3,large
115.62,167.71,3,large
110.98,172.2,3,large
108.58,171.45,3,large
110.79,170.25,3,large
111.5,166.46,3,large
111.7,168.84,3,large
109.3,167.85,3,large
118.85,172.99,3,large
114.1,168.52,3,large
100.41,171.9,3,large
106.32,173.79,3,large
109.87,172.99,3,large
111.93,171.39,3,large
108.9,167.12,3,large
109.82,175.2,3,large
108.74,167.04,3,large
104.9,168.47,3,large
118.25,169.96,3,large
109.24,171.67,3,large
119,170.61,3,large
106.55,168.2,3,large
109,167.78,3,large
104.93,166.64,3,large
106.69,169.15,3,large
113.49,169.36,3,large
112.93,169.69,3,large
106.61,169.15,3,large
110.58,171.13,3,large
108.29,169.69,3,large
113.21,168.69,3,large
107.02,169.38,3,large
116.03,173.67,3,large
104,170.15,3,large
111.13,172.37,3,large
104.14,169.15,3,large
107.19,168.43,3,large
105.83,173.12,3,large
116,171.37,3,large
109.37,168.65,3,large
111.26,173.08,3,large
104.42,169.47,3,large
106.28,169.85,3,large
111.35,169.89,3,large
109.6,169.65,3,large
112.56,170.63,3,large
114.48,166.8,3,large
106.44,171.23,3,large
106.24,164.51,3,large
111.77,169.96,3,large
109.53,167.49,3,large
110.05,171.02,3,large
106.57,167.74,3,large
106.33,171.94,3,large
111.73,168.43,3,large
116.04,167.89,3,large
108.66,170.61,3,large
114.29,169.19,3,large
115.3,168.82,3,large
114.15,168.76,3,large
115.87,171.89,3,large
111.39,168.9,3,large
103.75,169.75,3,large
106.81,168.67,3,large
109.4,169.61,3,large
104.38,168.24,3,large
107.97,171.15,3,large
114.94,170.59,3,large
106.98,171.89,3,large
110.79,170.57,3,large
111.09,170.73,3,large
117.15,170.43,3,large
109.02,173.46,3,large
112.5,169.72,3,large
105.23,169.2,3,large
106.6,170.63,3,large
111.26,169.1,3,large
112.03,167.04,3,large
108.17,168.67,3,large
111.06,168.75,3,large
107.39,171.05,3,large
112.22,171.19,3,large
107.28,169.53,3,large
110.97,170.52,3,large
111.36,168.01,3,large
115.55,169.78,3,large
105.7,169.32,3,large
110.83,171.55,3,large
103.31,171.93,3,large
110.49,168.77,3,large
113.04,165.68,3,large
105.87,170.14,3,large
109.21,172.61,3,large
114.76,172.49,3,large
116.41,171.4,3,large
110.01,172.22,3,large
115.75,167.92,3,large
109.39,167.19,3,large
106.62,171.03,3,large
109.6,169.66,3,large
103.25,167.35,3,large
106.8,171.58,3,large
107.59,173.09,3,large
115.34,170.58,3,large
110.86,170.63,3,large
117.92,170.28,3,large
111.72,168.42,3,large
111.37,170.05,3,large
109.13,171.91,3,large
106.55,167.44,3,large
110.66,172.13,3,large
108.54,172.81,3,large
103.97,169.81,3,large
111.99,169.74,3,large
109.36,173.07,3,large
111.01,171.06,3,large
107.98,170.99,3,large
112.65,169.67,3,large
107.68,168.18,3,large
111.38,168.99,3,large
112.59,170.93,3,large
109.51,167.95,3,large
106.44,169.93,3,large
110.92,168.35,3,large
114.17,167,3,large
101.56,173.64,3,large
110.44,171.94,3,large
110.55,169.54,3,large
111.36,172.57,3,large
108.53,170.19,3,large
111.31,171.06,3,large
107.85,170.96,3,large
110.99,170.68,3,large
114.45,170.03,3,large
109.65,169.98,3,large
105.82,168.38,3,large
109.6,172.63,3,large
111.68,169.33,3,large
108.95,169.91,3,large
116.43,167.6,3,large
108.29,170.07,3,large
108.35,173.35,3,large
116.31,167.51,3,large
111.16,171.61,3,large
112.07,166.72,3,large
115.17,171.2,3,large
107.46,173.44,3,large
109.28,170.28,3,large
113.37,167.42,3,large
106.91,173.84,3,large
110.93,167.65,3,large
105.49,168.5,3,large
111.97,170.98,3,large
118.66,170.84,3,large
109.37,169.83,3,large
108.44,170.57,3,large
116.43,170.98,3,large
106.37,169.62,3,large
108.54,170.59,3,large
109.87,169.17,3,large
112.35,168.84,3,large
105.78,168.86,3,large
106.25,170.18,3,large
111.18,167.74,3,large
109.27,168.44,3,large
103.51,169.73,3,large
103.32,170.8,3,large
103.29,169.54,3,large
110.08,169.99,3,large
111.75,168.59,3,large
112.58,166.6,3,large
105.89,168.65,3,large
102.21,168.68,3,large
112.29,173.2,3,large
109.67,172.29,3,large
109.93,171.14,3,large
108.43,172.73,3,large
108.79,170.18,3,large
117.37,168.73,3,large
109.4,171.92,3,large
111.98,168.48,3,large
101.59,168.25,3,large
104.24,171.21,3,large
106.97,168.7,3,large
110.57,167.67,3,large
111.4,168.24,3,large
119.72,168.57,3,large
103.19,166.93,3,large
103.31,168.34,3,large
108.91,171.18,3,large
106.63,174.84,3,large
105.98,168.69,3,large
113.69,171.34,3,large
108.35,173.98,3,large
111.81,169.96,3,large
110.79,169.15,3,large
103.8,170.47,3,large
112.97,170.46,3,large
109.01,168.16,3,large
107.44,170.25,3,large
109.41,168.67,3,large
111.52,167.55,3,large
114.28,170.26,3,large
110.4,172.01,3,large
